Código;Nombre común;Nombre científico;Tipo de planta;polinizacion;nivel_alergenico;toxicidad_mascotas;tipo_hoja;Estado
PIMA;Pino azul;Pinus maximartinezii;CONIFERA;VIENTO;2;NO_REPORTADO;PERENNE;ACTIVO
PPEN;Nectarino;Prunus persica nucipersica;FRONDOSA;INSECTOS;1;TOXICO;CADUCA;ACTIVO
PPEP;Paraguayo;Prunus persica 'Platycarpa';FRONDOSA;INSECTOS;1;TOXICO;CADUCA;ACTIVO
ROAB;Rosal 'Albéric Barbier';Rosa 'Albéric Barbier';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROAE;Rosal 'Adios Enriqueta';Rosa 'Adios Enriqueta';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROAG;Rosal 'Alexandre Girault';Rosa 'Alexandre Girault';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROAP;Rosal 'American Pillar';Rosa 'American Pillar';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROAQ;Rosal 'Amparín Quílez';Rosa 'Amparín Quílez';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROAS;Rosal 'Amistad Sincera';Rosa 'Amistad Sincera';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROAV;Rosal 'Aviateur Blériot';Rosa 'Aviateur Blériot';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROAX;;Rosa x alba 'Maxima';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROBB;Rosal banksiae 'alba';Rosa banksiae 'Alba';TAPIZANTE/TREPADORA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ROBC;Rosal 'Bengale Camélia';Rosa 'Bengale Camélia';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROBE;Rosal 'Bea';Rosa 'Bea';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROBJ;Rosal 'Bobbie James';Rosa 'Bobbie James';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROBK;Rosal 'Barkarole';Rosa 'Barkarole';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROBL;Rosal banksiae lutea;Rosa banksiae f. lutea;TAPIZANTE/TREPADORA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ROBM;Rosal 'Bleu Magenta';Rosa 'Bleu Magenta';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROBO;Rosal 'Baronne de Rothschild';Rosa 'Baronne de Rothschild';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROBS;Rosal 'Belle symphonie';Rosa 'Belle Symphonie';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROBT;Rosal 'Botticelli';Rosa 'Botticelli';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROCA;Rosal 'Condesa de Barcelona';Rosa 'Condesa de Barcelona';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROCB;Rosal 'Comtesse du Barry';Rosa 'Comtesse du Barry';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROCD;Rosal 'Coral Drift';Rosa 'Coral Drift';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROCE;Rosal 'Celestial';Rosa 'Celestial';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROCF;Rosal 'Conrad Ferdinand Meyer';Rosa 'Conrad Ferdinand Meyer';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROCG;Rosal 'Crimson Glory, Climber';Rosa 'Crimson Glory, Climber';TAPIZANTE/TREPADORA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ROCL;Rosal 'Centenaire de Lourdes';Rosa 'Centenaire de Lourdes';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROCM;Rosal 'Comtesse de Murinais';Rosa 'Comtesse de Murinais';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROCP;Rosal 'Crown Princess Margareta';Rosa 'Crown Princess Margareta';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROCR;Rosal 'Cecilio Rodriguez';Rosa 'Cecilio Rodriguez';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROCS;Rosal 'Condesa de Sástago';Rosa 'Condesa de Sástago';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROCW;Rosal 'Colonial White';Rosa 'Colonial White';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROCY;Rosal 'Condesa de Mayalde';Rosa 'Condesa de Mayalde';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
RODG;Rosal 'Daniel Gelin';Rosa 'Daniel Gelin';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
RODO;Rosal 'Dorita';Rosa 'Dorita';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
RODP;Rosal 'Duquesa de Peñaranda';Rosa 'Duquesa de Peñaranda';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROEH;Rosal 'Étoile de Hollande, Climber';Rosa 'Étoile de Hollande, Cl';TAPIZANTE/TREPADORA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ROET;;Rosa 'Encarnita de Tierno';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROEX;Rosal 'Excelsa';Rosa 'Excelsa';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROFA;Rosal 'Falstaff';Rosa 'Falstaff';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROFB;Rosal 'Fiesta Brava';Rosa 'Fiesta Brava';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROFJ;Rosal 'François Juranville';Rosa 'François Juranville';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROFL;Rosal 'Floricel';Rosa 'Floricel';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROFM;Rosal 'Frédéric Mistral';Rosa 'Frédéric Mistral';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROFR;Rosal 'Friesia';Rosa 'Friesia';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROGA;Rosal de Castilla;Rosa gallica;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROGC;Rosal gallica 'Complicata';Rosa gallica 'Complicata';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROGD;Rosal 'Gloire de Dijon';Rosa 'Gloire de Dijon';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROGE;Rosal 'Golden Celebration';Rosa 'Golden Celebration';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROBU;Rosal 'Buff Beauty';Rosa 'Buff Beauty';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROGL;Rosal 'Galaty';Rosa 'Galaty';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROGS;Rosal 'Golden Showers';Rosa 'Golden Showers';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROGU;Rosal 'Guinée';Rosa 'Guinée';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROIC;Rosal 'Iceberg , Climber';Rosa 'Iceberg , Climber';TAPIZANTE/TREPADORA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ROIJ;Rosal 'Impératrice Josephine';Rosa 'Impératrice Josephine';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROIR;Rosal 'Isabella Rossellini';Rosa 'Isabella Rossellini';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROJB;Rosal 'Jardins de Bagatelle';Rosa 'Jardins de Bagatelle';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROJC;Rosal 'Jacques Cartier';Rosa 'Jacques Cartier';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROJG;Rosal 'James Galway';Rosa 'James Galway';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROJO;Rosal 'Jardinero Ortiz';Rosa 'Jardinero Ortiz';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROJS;Rosal 'Josefina de Salgado';Rosa 'Josefina de Salgado';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROKD;Rosal 'Königin von Dänemark';Rosa 'Königin von Dänemark';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROKR;Rosal 'Kew Rambler';Rosa 'Kew Rambler';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROLA;Rosal 'Lourdes Arroyo';Rosa 'Lourdes Arroyo';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROLC;Rosal 'Lucia Cotarelo';Rosa 'Lucia Cotarelo';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROLF;Rosal 'Louis de Funès';Rosa 'Louis de Funès';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROAL;Rosal 'Alchymist';Rosa 'Alchymist';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROLO;Rosal 'Louise Odier';Rosa 'Louise Odier';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROLU;Rosal 'Luarca';Rosa 'Luarca';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROLW;Rosal 'Lawinia';Rosa 'Lawinia';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROMA;Rosal 'Maigold';Rosa 'Maigold';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROMB;Rosal 'Mademoiselle Cécile Brünner';Rosa 'Mademoiselle Cécile Brünner';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROMC;Rosal 'Madame Alfred Carrière';Rosa 'Madame Alfred Carrière';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROMG;Rosal 'Madame Grégoire Staechelin';Rosa 'Madame Grégoire Staechelin';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROMJ;Rosal 'Mon Jardin et Ma Maison';Rosa 'Mon Jardin et Ma Maison';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROML;Rosal 'Madame Legras de St. Germain';Rosa 'Madame Legras de St. Germain';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROMO;Rosal 'Montserrat';Rosa 'Montserrat';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROMP;Rosal 'Madame Plantier';Rosa 'Madame Plantier';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROMT;Rosal 'Maria Teresa Bordas';Rosa 'Mª Teresa Bordas';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROMU;Rosal 'Marquesa de Urquijo';Rosa 'Marquesa de Urquijo';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROND;Rosal 'New Dawn';Rosa 'New Dawn';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
RONO;Rosal 'Nozomi';Rosa 'Nozomi';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROPB;Rosal 'Phyllis Bide';Rosa 'Phyllis Bide';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROPD;Rosal 'Peach Drift';Rosa 'Peach Drift';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROPE;Rosal 'Pretty Red';Rosa 'Pretty Red';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROPH;Rosal 'Parfum de l'Haÿ';Rosa 'Parfum de l'Haÿ';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROPL;Rosal 'Perla de Alcanada';Rosa 'Perla de Alcanada';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROPN;Rosal 'Philippe Noiret';Rosa 'Philippe Noiret';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROPR;Rosal 'Pierre de Ronsard';Rosa 'Pierre de Ronsard';TAPIZANTE/TREPADORA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ROPS;Rosal 'Pink Symphonie';Rosa 'Pink Symphonie';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROPY;Rosal 'Paris de Yves St. Laurent';Rosa 'Paris de Yves St. Laurent';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROQE;Rosal 'Queen Elizabeth';Rosa 'Queen Elizabeth';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROQM;Rosal 'Queen of the Musks';Rosa 'Queen of the Musks';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
RORB;Rosal 'Ramón Bach';Rosa 'Ramón Bach';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
RORE;Rosal 'Rocio Elias';Rosa 'Rocio Elias';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
RORH;Rosal 'Roseraie de l'Haÿ';Rosa 'Roseraie de l'Haÿ';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
RORI;Rosal 'Risaralda';Rosa 'Risaralda';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
RORR;Rosal 'Rose de Rescht';Rosa 'Rose de Rescht';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
RORU;Rosal 'Rosarium Uetersen';Rosa 'Rosarium Uetersen';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROSD;Rosal 'Souvenir du Docteur Jamain';Rosa 'Souvenir du Docteur Jamain';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROSE;Rosal 'Soft Meidiland';Rosa 'Soft Meidiland';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROSH;Rosal 'Sally Holmes';Rosa 'Sally Holmes';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROSI;Rosal 'Si';Rosa 'Si';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROSP;Rosal 'Sandro Pertini';Rosa 'Sandro Pertini';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROST;Rosal 'Stel';Rosa 'Stel';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROSY;Rosal 'Sympathie';Rosa 'Sympathie';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROTB;Rosal 'Thérèse Bugnet';Rosa 'Thérèse Bugnet';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROTG;Rosal 'The Garland';Rosa 'The Garland';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROTM;Rosal 'The McCartney Rose';Rosa 'The McCartney Rose';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROTU;Rosal 'Tess of the D'Urbervilles';Rosa 'Tess of the D'Urbervilles';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROVE;Rosal 'Veilchenblau';Rosa 'Veilchenblau';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROVI;Rosal 'Violon d'Ingres';Rosa 'Violon d'Ingres';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROVR;Rosal 'Vía Romana';Rosa 'Vía Romana';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
RPO;Rododendro;Rhododendron ponticum;ARBUSTO;INSECTOS;1;TOXICO;SEMICADUCA;ACTIVO
ROWD;Rosal 'Wedding Day';Rosa 'Wedding Day';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROWI;Rosal 'William Morris';Rosa 'William Morris';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROWM;Rosal 'White Meidiland';Rosa 'White Meidiland';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ROWQ;Rosal 'White Queen Elizabeth';Rosa 'White Queen Elizabeth';TAPIZANTE/TREPADORA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
RWBB;Rosal 'Benjamin Britten';Rosa 'Benjamin Britten';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
RWCD;Rosal 'Carte d´Or';Rosa 'Carte d´Or';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
RWCM;Rosal 'Caprice de Meilland';Rosa 'Caprice de Meilland';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
RWCS;Rosal 'Constance Spry';Rosa 'Constance Spry';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
RWEH;Rosal 'Ena Harkness, Climber';Rosa 'Ena Harkness, Climber';TAPIZANTE/TREPADORA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
RWGA;Rosal 'Gala Charles Aznavour';Rosa 'Gala Charles Aznavour';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
RWGD;Rosal 'Guirlande d'Amour';Rosa 'Guirlande d'Amour';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
RWGE;Rosal 'Generosa';Rosa 'Generosa';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
RWLU;Rosal 'Lucetta';Rosa 'Lucetta';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
RWMI;Rosal 'Madame Isaac Pereire';Rosa 'Madame Isaac Pereire';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
RWMT;;Rosa 'Mme. Caroline Testout, Climber';TAPIZANTE/TREPADORA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
RWPN;Rosal 'Paul Noël';Rosa 'Paul Noël';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
RWPR;Rosal 'Parkdirektor Riggers';Rosa 'Parkdirektor Riggers';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
RWRR;Rosal 'Rambling Rector';Rosa 'Rambling Rector';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
RWSI;Rosal 'Scepter'd Isle';Rosa 'Scepter'd Isle';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
SEMU;Pampajarillo murale;Sedum murale;CACTACEA/SUCULENTA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
TECH;Encinilla;Teucrium chamaedrys;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
TRHY;Alsike;Trifolium hybridum;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
TRPR;Trebol rojo;Trifolium pratense;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
TRRS;Trébol persa;Trifolium resupinatum;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
USAG;Olmo resistente a la grafiosis;Ulmus 'Sapporo Autumn Gold' resista;FRONDOSA;VIENTO;2;NO_REPORTADO;CADUCA;ACTIVO
VILA;Violeta de El Labrador;Viola labradorica;HERB_ANUAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
JDR;;Juniperus drupacea;CONIFERA;VIENTO;3;NO_REPORTADO;PERENNE;ACTIVO
RINI;Grosellero negro;Ribes nigrum;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
RIRU;Grosellero rojo;Ribes rubrum;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
APAD;Arce palmeado japonés;Acer palmatum 'Dissectum';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
ARUO;Arce rojo;Acer rubrum 'October Glory';FRONDOSA;INSECTOS;1;TOXICO;CADUCA;ACTIVO
ALBR;Cebolla de la suerte;Albuca bracteata;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ARDI;Plumas de novia;Aruncus dioicus;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ASFI;Gamoncillo;Asphodelus fistulosus;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
BRMS;Lengua de buey 'Sea heart';Brunnera macrophylla 'Sea heart';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
CEPL;Falso plumbago;Ceratostigma plumbaginoides;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
CICL;Romero macho;Cistus clusii;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
CIDD;Jara de hoja de salvia;Cistus x dansereaui 'Decumbens';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
DICA;Azucena azul;Dianella caerulea;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
EDTO;Arbusto del papel;Edgeworthia tomentosa;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
FPEC;Fresno rojo americano;Fraxinus pennsylvanica 'Cimmzam';FRONDOSA;VIENTO;2;NO_REPORTADO;CADUCA;ACTIVO
HOCO;Hotunia;Houttuynia cordata;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
LCHR;Lavanda;Lavandula x chaytoriae 'Richard Gray';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
LOCF;Loropétalo 'Fire Dance';Loropetalum chinense 'Fire Dance';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
LOCO;Loto corniculado;Lotus corniculatus;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
MYAF;Boj africano;Myrsine africana;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
NDOF;Bambú sagrado;Nandina domestica 'Fire Power';HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
NOLW;Adelfa 'Petite White';Nerium oleander 'Petite White';ARBUSTO;INSECTOS;1;TOXICO;PERENNE;ACTIVO
PORK;Hierba oriental;Pennisetum 'Karley Rose';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PIMI;Mijo negrillo;Piptatherum miliaceum;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
POSP;Pontederia;Pontederia sp;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PSPU;Centaurea;Psephellus pulcherrimus;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
SACH;Salvia;Salvia 'Christine Yeo';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
TRAS;Jazmin asiatico;Trachelospermum asiaticum;TAPIZANTE/TREPADORA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
UGMO;Murta;Ugni molinae;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
VISA;Veza común;Vicia sativa;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
WONO;Pino de Wollemi;Wollemia nobilis;CONIFERA;VIENTO;2;NO_REPORTADO;PERENNE;ACTIVO
RDAE;Rodgersia;Rodgersia aesculifolia;CACTACEA/SUCULENTA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
LYBA;Goji (Goyi);Lycium barbarum;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
MFLP;Manzano de flor japonés;Malus floribunda 'Profusion';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
PVIS;Cerezo de virginia;Prunus virginiana Shubert Select';FRONDOSA;INSECTOS;1;TOXICO;CADUCA;ACTIVO
PRYE;Cerezo Yoshino;Prunus x yedoensis;FRONDOSA;INSECTOS;1;TOXICO;CADUCA;ACTIVO
SPSA;Espirea sauce;Spiraea salicifolia;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ERUM;Siete camisas;Escallonia rubra var. macrantha;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
IRPS;Lirio amarillo;Iris pseudacorus;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
CACI;Limpiatubos o escobillón rojo. sin: laevis;Callistemon citrinus;ARBUSTO;INSECTOS;1;TOXICO;SEMICADUCA;ACTIVO
ERCO;Colorín;Erythrina coralloides;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PTST;Fresno chino o nuez china;Pterocarya stenoptera;FRONDOSA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
TYLA;Tótora o espadaña;Typha laxmannii;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
CAMU;Marcieguilla;Carex muricata;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
