Código;Nombre común;Nombre científico;Tipo de planta;polinizacion;nivel_alergenico;toxicidad_mascotas;tipo_hoja;Estado
BOS;Buganvilla de Santa Rita;Bougainvillea spectabilis;TAPIZANTE/TREPADORA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
HAVI;Falsa zarzaparrilla;Hardenbergia violacea;TAPIZANTE/TREPADORA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
LOE;Madreselva etrusca;Lonicera etrusca;TAPIZANTE/TREPADORA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
FRV;Fresa silvestre;Fragaria vesca;TAPIZANTE/TREPADORA;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
VMIR;Hierba doncella 'Argenteovariegata';Vinca minor 'Argenteovariegata';TAPIZANTE/TREPADORA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
CIAB;;Cistus 'Ann Baker';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
QUFB;Quejigo;Quercus faginea subsp. broteroi;FRONDOSA;VIENTO;2;NO_REPORTADO;CADUCA;ACTIVO
SHH_003;;Anethum graveolens 'Dill Forrest';HERB_ANUAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_201;;Liatris spicata 'Floristan Violett';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
IRGA;;Iris 'Golden Apple';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
AWIX;;Acalypha sp;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ACCR;;Achillea crithmifolia;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ACCO;;Achillea coarctata;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
IRS;;Iris sibirica;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
STS;;Stenotaphrum secundatum;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
TUX;;Tulbaghia sp;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
MRE;;Mazus reptans;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PIOF;;Pilosella officinarum;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
RHX;;Rhodanthemum sp;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ARFR;;Argyranthemum frutescens;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_320;;Begonia x hybrida;HERB_ANUAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
CASI;;Callistephus × sinensis;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_321;Pimiento;Capsicum annuum;HERB_ANUAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
DCAR;;Daucus carota;HERB_ANUAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
DCAP;;Diascia capsularis;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
DIR;;Dichondra repens;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_322;;Helenium aromaticum;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ST-246;;Helichrysum bracteatum;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ST-247;;Helichrysum petiolare;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPI_098;;Heuchera x hybrida;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
TR-452;;Ipomoea batatas;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
LPU;;Lablab purpureus;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
MID;;Micromeria douglasii;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PAMA;;Pallenis maritima;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PEGL;;Miscanthus glaucum;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PEF;;Perilla frutescens;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_323;;Petunia x Calibrachoa;HERB_ANUAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHSC;;Phyla scaberrima;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_130;;Foeniculum vulgare 'Giant Bronze';HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
TR-453;;Solanum lycopersicum;HERB_ANUAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
TR-454;Berenjena;Solanum melongena;ARBUSTO;INSECTOS;1;TOXICO;SEMICADUCA;ACTIVO
STRE;;Stevia rebaudiana;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
SHH_034;;Tagetes filifolia;HERB_ANUAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
SHH_035;;Tagetes lucida;HERB_ANUAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
FRU;Ficus herrumbroso;Ficus rubiginosa;SUBTROPICAL/TROPICAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_325;;Agastache x hybrida;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ALRO;;Alcea rosea;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_327;;Allium cepa;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
ARH;;Arachis hypogaea;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
CUS;;Cucumis sativus;HERB_ANUAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_328;;Dianthus caryophyllus;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
CA-425;;Euphorbia graminea;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
GOA;;Gomphrena globosa;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
GOP;;Gomphrena pulchella;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
TR-455;;Iresine herbstii;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHVU;;Phaseolus vulgaris;HERB_ANUAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PISA;;Pisum sativum;HERB_ANUAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_329;"Salvia ?Big blue?; Salvia 'PAS1246577'";Salvia longispicata x farinacea;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
TRP;;Tragopogon porrifolius;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ZEM;;Zea mays;HERB_ANUAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_330;;Zinnia angustifolia;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_331;;Zinnia angustifolia x Zinnia violacea;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PLCOLECC;;PLANTA COLECCION;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_332;;Achillea alpina;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_333;;Achillea clypeolata;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_334;;Achillea tomentosa;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_335;;Alchemilla erythropoda;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_336;;Alstroemeria ligtu;HERB_ANUAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_337;;Aristea ecklonii;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_338;;Artemisia ludoviciana;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
CCX;;Crocosmia sp;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
TR-457;;Euphorbia × martini ;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_340;;Eurybia divaricata;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_401;;Falkia repens;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_341;;Festuca cinerea;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_344;;Iris japonica ;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_345;;Iris lutescens;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_346;;Iris pumila;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_347;;Iris spuria;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_348;;Lilium formosanum;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_349;;Lilium philippinense;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_350;;Lupinus polyphyllus;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
MTC;;Matricaria tchihatchewii ;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_351;;Muscari armeniacum;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PG_23;;Phalaris arundinacea;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_352;;Salvia canariensis;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
VIFA;;Vicia faba;HERB_ANUAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_353;;Viola sororia ;HERB_ANUAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
TR-458;;Aglaonema commutatum;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ST-248;;Abelia parvifolia ;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ST-249;;Asparagus densiflorus;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
ST-250;;Asplenium viviparum;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ST-251;;Callistephus chinensis;SUBTROPICAL/TROPICAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
TR-459;;Impatiens x hybrida;HERB_ANUAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_402;;Monarda fistulosa;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
SHH_037;;Ocimum americanum;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
SHH_038;;Ocimum tenuiflorum;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ST-252;;Osteospermum x hybrida;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
RGR;;Ruta graveolens;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
SHH_039;;Satureja hortensis;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
SHH_040;;Satureja montana;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
SHH_041;;Satureja spicigera;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
SHH_042;;Scorzonera hispanica;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
SHH_43;;Zehneria scabra;TAPIZANTE/TREPADORA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_404;;Zinnia angustifolia x Zinnia elegans;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ST-253;Manzanilla;Chamaemelum nobile;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ST-254;;Dymondia margaretae;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
TR-460;;Leptinella squalida;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
TR-461;;Meconopsis betonicifolia;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
TR-462;;Aristotelia chilensis;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ARB;Arabis;Arabis caucasica;TAPIZANTE/TREPADORA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
CRLR;;Crataegus laevigata var. roseoplena;FRONDOSA;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PORE;;Platycladus orientalis 'Elegantissima';CONIFERA;VIENTO;2;NO_REPORTADO;PERENNE;ACTIVO
RCAR;;Rosa 'Carina';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
RMAR;;Rosa 'Martina';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
RJUB;;Rosa 'Jubile du Prince de Monaco';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
RPJA;;Rosa 'Prince Jardiner';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
RFLA;;Rosa 'Flamenca';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
RMAT;;Rosa 'Matilda';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
RSBO;;Rosa 'Scarlet Bonica';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
RAUE;;Rosa 'Auguste Escoffier';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
RONH;;Rosa 'Nicolas Hulot';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
FRL;Higuera sagrada;Ficus religiosa;SUBTROPICAL/TROPICAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
B023B;;Rosa 'Iris';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
SJPU;Acacia del Japón/Sophora japonica;Styphnolobium japonicum var. pubescens;FRONDOSA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
D026B;;Rosa 'Auguste Renoir';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
PHPE_289;;Solidago 'Fireworks';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_405;;Allium ramosum;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_406;;Allium schoenoprasum;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
ST-256;;Aralia cordata;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_407;;Aster amellus;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ST-257;;Billbergia nutans;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_408;;Calamagrostis sp;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_409;;Campanula portenschlagiana;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_410;;Centaurea benedicta ;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_411;;Dianthus barbatus;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_412;;Eupatorium cannabinum ;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_413;;Festuca amethystina;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_414;;Festuca mairei;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_415;Hinojo;Foeniculum vulgare;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_417;;Fuchsia procumbens;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_418;;Geranium macrorrhizum;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PI_038;;Gloriosa superba;SUBTROPICAL/TROPICAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPI_018;;Hemerocallis x hybrida;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_419;;Hypericum perforatum;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_420;;Iris laevigata;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_421;;Leucanthemum × superbum polaris;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_422;;Linum grandiflorum;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_423;;Lupinus sp;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
MAS;;Malva sylvestris;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
MERE;;Mentha requienii;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_425;;Penstemon hartwegii;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_426;;Platycodon grandiflorus;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PREL;;Primula elatior;HERB_ANUAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_427;;Rheum nobile;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
PHPE_428;;Rheum officinale;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
SHH_043;;Rudbeckia hirta;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_429;;Salvia argentea;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_430;;Scabiosa ochroleuca;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
SIA;;Sisyrinchium angustifolium;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_431;;Solidago canadensis;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
STG;;Stipa globosa;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_432;;Thymus hyemalis;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_434;;Veronica fruticulosa;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
SHH_044;;Viola corsica;HERB_ANUAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
CA-426;;Yucca baccata;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
CA-427;;Yucca filamentosa;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
E046;;Rosa 'Doris Tysterman';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
PHPE_435;;Acaena myriophylla;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_436;;Acaena novae-zelandiae;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_437;;Acinos alpinus;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_439;;Alonsoa meridionalis;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_440;;Amomum subulatum;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_441;;Amorpha canescens;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_442;;Anthericum liliago;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_443;;Anthericum ramosum;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_444;;Anthoxanthum odoratum;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_445;;Argemone polyanthemos;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_446;;Barbarea vulgaris;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_447;;Bulbine frutescens ;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_448;;Caltha palustris;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_449;;Cardiocrinum giganteum;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_450;;Cardiospermum halicacabum;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_451;;Carlina acanthifolia;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_452;;Carlina acaulis;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_453;;Carthamus tinctorius;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
STV-001;;Cephalaria radiata;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ST-258;;Chenopodium quinoa;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ST-259;;Chionochloa conspicua;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ST-260;;Chionochloa flavicans;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ST-261;;Convallaria majalis;SUBTROPICAL/TROPICAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
TR-335;;Ficus maclellandii 'Alii';SUBTROPICAL/TROPICAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
ST-263;;Crambe maritima;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ST-264;;Darmera peltata;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ST-266;;Eremurus x isabellinus;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ST-267;;Eremurus aitchisonii;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ST-268;;Eremurus robustus;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ST-269;;Eschscholzia californica;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ST-270;;Ferula communis;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ST-271;;Galega officinalis;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ST-272;;Graptopetalum paraguayense;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ST-273;;Hesperis matronalis;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ST-275;;Kalimeris incisa;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ST-276;;Leonurus cardiaca;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ST-277;;Leonurus japonicus;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ST-278;;Leucojum vernum;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ST-279;;Linaria maroccana ;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ST-281;;Lycopus europaeus;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ST-283;;Mertensia maritima;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ST-284;;Meum athamanticum;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ST-285;;Nephopteris maxonii ;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ST-286;;Nerine bowdenii;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ST-287;;Peucedanum ostruthium;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ST-288;;Phaenosperma globosa;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ST-289;;Rhaponticum scariosum;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
CA-428;;Rhipsalis sp;CACTACEA/SUCULENTA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
